NAICS12, INDEX ITEM DESCRIPTION ,SIC
441310," Stereo stores, automotive ",
441310, Truck cap stores ,
441310, Used automotive parts stores ,
441320, Automotive tire dealers ,
441320," Tire dealers, automotive ",
441320, Used automotive tire dealers ,
441320, Used tire dealers ,
442110," Bed stores, retail ",
442110,"Furniture and appliance stores (i.e., primarily retailing furniture)",
442110,"Furniture stores (e.g., household, office, outdoor)",
442110,Mattress stores (including waterbeds),
442110, Office furniture stores ,
442210, Carpet stores ,
442210, Floor covering stores (except wood or ceramic tile only) ,
442210, Rug stores ,
442291," Curtain and drapery stores, packaged ",
442291, Window treatment stores ,
442299, Bath shops ,
442299,Chinaware stores,
442299, Custom picture frame shops ,
442299, Glassware stores ,
442299,Homefurnishings stores,
442299, Housewares stores ,
442299, Kitchenware stores ,
442299," Lamp shops, electric ",
442299, Linen stores ,
442299," Picture frame shops, custom ",
442299, Wood-burning stove stores ,
443141," Appliance stores, household-type ",
443141, Household-type appliance stores ,
443141," Sewing machine stores, household-type ",
443141," Vacuum cleaner stores, household-type ",
443142, Audio equipment stores (except automotive) ,
443142," Camera shops, photographic ",
443142, Computer equipment stores ,
443142, Computer stores ,
443142,"Consumer-type electronic stores (e.g., televisions, computers, cameras)",
443142, Electronic part and component stores ,
443142,"Music stores (e.g., cassette, compact disc, record, tape)",
443142, Pager and mobile phone stores ,
443142, Photographic supply stores ,
443142, Radio and television stores ,
443142," Record stores, new ",
443142," Software stores, computer ",
443142, Stereo stores (except automotive) ,
443142, Television and radio stores ,
443142, TV (television) stores ,
443142,Video game software stores,
443142, Video tape stores ,
444110," Home centers, building materials ",
444110, Home improvement centers ,
444120, Paint stores ,
444120, Wallpaper and wall coverings stores ,
444130,"Handtools, power-driven, repair and maintenance services retailing new power-driven handtools",
444130, Hardware stores ,
444130," Tool stores, power and hand (except outdoor) ",
444190, Building materials supply dealers ,
444190," Cabinet stores, kitchen (except custom), to be installed ",
444190, Ceiling fan stores ,
444190, Ceramic tile stores ,
444190, Door stores ,
444190, Electrical supply stores ,
444190, Fencing dealers ,
444190," Floor covering stores, wood or ceramic tile only ",
444190, Garage door dealers ,
444190, Glass stores ,
444190, Hardwood flooring dealers ,
444190, Kitchen cabinet (except custom) stores ,
444190, Lighting fixture stores ,
444190, Lumber retailing yards ,
444190,"Masonry (e.g., block, brick, stone) dealers",
444190, Plumbing supply stores ,
444190, Prefabricated building dealers ,
444190, Roofing material dealers ,
444190, Siding dealers ,
444190," Tile stores, ceramic ",
444190, Window stores ,
444210, Garden power equipment stores ,
444210, Lawn power equipment stores ,
444210," Power equipment stores, outdoor ",
444220, Farm supply stores ,
444220, Feed stores (except pet) ,
444220, Garden centers ,
444220, Lawn supply stores ,
444220, Nursery and garden centers without tree production ,
445110," Commissaries, primarily groceries ",
445110, Delicatessens primarily retailing a range of grocery items and meats ,
445110,"Food (i.e., groceries) stores",
445110, Grocery stores ,
445110, Supermarkets ,
445120, Convenience food stores ,
445210, Baked ham stores ,
445210, Butcher shops ,
445210," Delicatessens (except grocery store, restaurants) ",
445210, Frozen meat stores ,
445210, Meat markets ,
445210, Poultry dealers ,
445220, Fish markets ,
445220, Seafood markets ,
445230," Fruit and vegetable stands, permanent ",
445230, Fruit markets ,
445230," Fruit stands, permanent ",
445230, Produce markets ,
445230," Produce stands, permanent ",
445230, Vegetable markets ,
445291," Baked goods stores, retailing only (except immediate consumption) ",
445292," Candy stores, packaged, retailing only ",
445292," Confectionery stores, packaged, retailing only ",
445292,"Nut (i.e., packaged) stores",
445299,"Coffee and tea (i.e., packaged) stores",
445299, Dairy product stores ,
445299, Gourmet food stores ,
445299,"Ice cream (i.e., packaged) stores",
445299," Soft drink stores, bottled ",
445299, Specialty food stores ,
445299, Spice stores ,
445299,"Tea and coffee (i.e., packaged) stores",
445299," Water stores, bottled ",
445310," Beer stores, packaged ",
445310, Duty free liquor shops ,
445310," Liquor stores, package ",
445310,"Package stores (i.e., liquor)",
445310," Wine shops, packaged ",
446110, Apothecaries ,
446110, Drug stores ,
446110," Institutional pharmacies, on-site ",
446110, Pharmacies ,
446120, Beauty supply stores ,
446120, Cosmetics stores ,
446120, Perfume stores ,
446130," Lens grinding, ophthalmic, in retail stores ",
446130, Optical goods stores (except offices of optometrists) ,
446130, Sunglass stores ,
446191,"Food (i.e., health) supplement stores",
446191, Herbal supplement stores ,
446191,"Nutrition (i.e., food supplement) stores",
446191, Vitamin stores ,
446199, Convalescent supply stores ,
446199, Hearing aid stores ,
446199, Medical equipment and supplies stores ,
446199, Prosthetic stores ,
446199, Sick room supply stores ,
447110, Convenience food with gasoline stations ,
447110, Gasoline stations with convenience stores ,
447110, Gasoline with convenience stores ,
447190, Gasoline stations without convenience stores ,
447190, Marine service stations ,
447190," Service stations, gasoline ",
447190, Truck stops ,
448110," Apparel stores, men's and boys' clothing ",
448110," Clothing stores, men's and boys' ",
448120," Apparel stores, women's and girls' clothing ",
448120," Clothing stores, women's and girls' ",
448120, Maternity shops ,
448130," Apparel stores, children's and infants' clothing ",
448130, Baby clothing shops ,
448130," Clothing stores, children's and infants' ",
448140," Clothing stores, family ",
448140, Family clothing stores ,
448140, Unisex clothing stores ,
448140, Western wear stores ,
448150, Apparel accessory stores ,
448150, Clothing accessories stores ,
448150, Costume jewelry stores ,
448150," Furnishings stores, men's and boys' ",
448150," Furnishings stores, women's and girls' ",
448150, Handbag stores ,
448150, Hat and cap stores ,
448150," Jewelry stores, costume ",
448150,Neckwear stores,
448150, Tie shops ,
448150, Wig and hairpiece stores ,
448190, Bridal gown shops (except custom) ,
448190, Coat stores ,
448190, Costume stores (including theatrical) ,
448190, Dress shops ,
448190, Fur apparel stores ,
448190, Furriers ,
448190, Hosiery stores ,
448190, Leather coat stores ,
448190, Lingerie stores ,
448190, School uniform stores ,
448190,Swimwear stores,
448190, T-shirt shops ,
448190, Uniform stores (except athletic) ,
448210," Athletic shoe (except bowling, golf, spiked) stores ",
448210, Orthopedic shoes stores ,
448210," Shoe (except bowling, golf, spiked) stores ",
448210," Shoe stores, orthopedic ",
448310, Clock shops ,
448310," Jewelry stores, precious ",
448310, Watch shops ,
448320, Leather goods stores ,
448320, Luggage stores ,
451110, Athletic equipment and supply stores (including uniforms) ,
451110, Bicycle (except motorized) shops ,
451110, Bowling equipment and supply stores ,
451110, Diving equipment stores ,
451110, Exercise equipment stores ,
451110,"Fishing supply stores (e.g., bait)",
451110,"Footwear (e.g., bowling, golf, spiked), specialty sports, stores",
451110, Golf pro shops ,
451110, Gun shops ,
451110, Outdoor sporting equipment stores ,
451110,"Pro shops (e.g., golf, skiing, tennis)",
451110,Saddlery stores,
451110,"Shoe stores, specialty sports footwear (e.g., bowling, golf, spiked)",
451110, Sporting goods stores ,
451110,"Sports gear stores (e.g., outdoors, scuba, skiing)",
451110, Tack shops ,
451110,"Tackle shops (i.e., fishing)",
451110," Uniform stores, athletic ",
451120, Craft supply stores (except needlecraft) ,
451120, Hobby shops ,
451120, Magic supply stores ,
451120, Pottery (unfinished pottery to be painted by customer on premises) stores ,
451120, Toy stores ,
451120," Toy stores, electronic ",
451130, Fabric shops ,
451130, Needlecraft sewing supply stores ,
451130, Piece goods stores ,
451130, Sewing supply stores ,
451130, Upholstery materials stores ,
451140,"Music stores (i.e., instrument)",
451140, Musical instrument stores ,
451140, Piano stores ,
451140, Sheet music stores ,
451211, Book stores ,
451211, Religious book stores ,
451212,"Magazine stands (i.e., permanent)",
451212, News dealers ,
451212,"Newsstands (i.e., permanent)",
452111, Department stores (except discount department stores) ,
452112," Department stores, discount ",
452112, Discount department stores ,
452910,"Superstores (i.e., food and general merchandise)",
452910,"Warehouse clubs (i.e., food and general merchandise)",
452990," Catalog showrooms, general merchandise (except catalog mail-order) ",
452990, Dollar stores ,
452990, General stores ,
452990, Home and auto supply stores ,
452990, Limited price variety stores ,
452990," Trading posts, general merchandise ",
452990, Variety stores ,
453110, Florists ,
453110," Flower shops, fresh ",
453210, Office supply stores ,
453210, School supply stores ,
453210, Stationery stores ,
453220, Balloon shops ,
453220," Card shops, greeting ",
453220, Christmas stores ,
453220,"Collectible gift shops (e.g., crystal, pewter, porcelain)",
453220, Craft (except craft supply) stores ,
453220, Curio shops ,
453220, Gift shops ,
453220," Gift stands, permanent location ",
453220, Greeting card shops ,
453220, Novelty shops ,
453220,"Party goods (e.g., paper supplies, decorations, novelties) stores",
453220, Seasonal and holiday decoration stores ,
453220, Souvenir shops ,
453310, Antique dealers (except motor vehicles) ,
453310, Antique shops ,
453310," Apparel stores, used clothing ",
453310," Appliance stores, household-type, used ",
453310, Architectural salvage dealers ,
453310," Bicycle (except motorized) shops, used ",
453310," Book stores, used ",
453310," Clothing stores, used ",
453310," Consignment shops, used merchandise ",
453310," Flea markets, used merchandise, permanent ",
453310," Furniture stores, used ",
453310,"Music stores (e.g., cassette, instrument, record, tape), used",
453310, Rare manuscript stores ,
453310," Record stores, used ",
453310, Second-hand merchandise stores ,
453310," Sporting goods stores, used ",
453310," Thrift shops, used merchandise ",
453310, Used bicycle (except motorized) shops ,
453310, Used merchandise dealers (except motor vehicles and parts) ,
453310, Used merchandise stores ,
453310,"Used rare collectors' items (e.g., autograph, coin, card, stamps) shops",
453910," Feed stores, pet ",
453910, Pet shops ,
453910, Pet supply stores ,
453920, Art auctions ,
453920, Art dealers ,
453920, Art galleries retailing art ,
453920," Galleries, art, retail ",
453930, Manufactured (mobile) home dealers ,
453930," Mobile home dealers, manufactured ",
453930, Used manufactured (mobile) home dealers ,
453991, Cigar stores ,
453991," Cigarette stands, permanent ",
453991, Smokers' supply stores ,
453991, Tobacco stores ,
453998, Art supply stores ,
453998, Auction houses (general merchandise) ,
453998," Batteries, except automotive, dealers ",
453998, Calendar shops ,
453998, Candle shops ,
453998,"Cemetery memorial dealers (e.g., headstones, markers, vaults)",
453998, Closet organizer stores ,
453998,"Collector's items shops (e.g., autograph, card, coin, stamp)",
453998, Emergency preparedness supply stores ,
453998,"Fireworks shops (i.e., permanent location)",
453998, Flag and banner shops ,
453998," Flower shops, artificial or dried ",
453998, Home security equipment stores ,
453998, Hot tub stores ,
453998, Janitorial equipment and supplies stores ,
453998,"Monument (i.e., burial marker) dealers",
453998, Police supply stores ,
453998, Religious goods (except books) stores ,
453998, Swimming pool supply stores ,
453998, Trophy (including awards and plaques) shops ,
454111, Audio and video content downloading retail sales sites ,
454111, Business to Consumer retail sales Internet sites ,
454111,E-tailers,
454111," Institutional pharmacies, off-site, exclusively on Internet ",
454111, Internet retail sales sites ,
454111, Web retailers ,
454112," Auctions, Internet retail ",
454112," Electronic auctions, retail ",
454112," Internet auctions, retail ",
